"","res_name_group"
"5423","SRM"
"5424","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5425","CA"
"5426","NAG_NDG_A2G_NGA_MAG"
"5427","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5428","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5429","MG"
"5430","IOD"
"5431","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5432","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5433","NAG_NDG_A2G_NGA_MAG"
"5434","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5435","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5436","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5437","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5438","NAD_NAP"
"5439","AMP_5GP_CMP_IMP_PCG_XMP"
"5440","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5441","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5442","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5443","HEM"
"5444","CL"
"5445","ZN"
"5446","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5447","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5448","ZN"
"5449","FOL_MTX_CB3"
"5450","CU"
"5451","ZN"
"5452","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5453","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5454","CL"
"5455","AMP_5GP_CMP_IMP_PCG_XMP"
"5456","ZN"
"5457","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5458","MN"
"5459","ZN"
"5460","AMP_5GP_CMP_IMP_PCG_XMP"
"5461","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5462","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5463","FAD_FDA"
"5464","NAG_NDG_A2G_NGA_MAG"
"5465","MG"
"5466","ADE_AZA_GUN_PRF"
"5467","CS"
"5468","NAD_NAP"
"5469","PGE_SPD_F09_D10"
"5470","PLP_PMP_PLR"
"5471","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5472","A23"
"5473","MG"
"5474","K"
"5475","3DR"
"5476","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5477","2NC"
"5478","ABA"
"5479","NLE"
"5480","PTR"
"5481","CA"
"5482","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5483","CSO"
"5484","FAD_FDA"
"5485","TPO"
"5486","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5487","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5488","ZN"
"5489","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"5490","COA_ACO_CAA"
"5491","MG"
"5492","ZN"
"5493","CA"
"5494","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5495","ZN"
"5496","CA"
"5497","FAD_FDA"
"5498","IHP"
"5499","FAD_FDA"
"5500","MES"
"5501","HEM"
"5502","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5503","NAG_NDG_A2G_NGA_MAG"
"5504","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5505","AU"
"5506","CL"
"5507","CRO"
"5508","CU"
"5509","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"5510","PTR"
"5511","SEP"
"5512","BOG_BNG_BHG_HTG"
"5513","TAM"
"5514","CIT_FLC_NCD"
"5515","ZN"
"5516","FAD_FDA"
"5517","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5518","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5519","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5520","FE"
"5521","EDO_BME_ETA"
"5522","PTR"
"5523","NAG_NDG_A2G_NGA_MAG"
"5524","FE"
"5525","NAG_NDG_A2G_NGA_MAG"
"5526","ZN"
"5527","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5528","CL"
"5529","3DR"
"5530","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5531","YB"
"5532","ZN"
"5533","IMD"
"5534","FE"
"5535","TRS"
"5536","HEM"
"5537","CAM"
"5538","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5539","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5540","CSD"
"5541","ZN"
"5542","MG"
"5543","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5544","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"5545","ZN"
"5546","COA_ACO_CAA"
"5547","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5548","SEP"
"5549","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5550","MG"
"5551","CL"
"5552","GDP"
"5553","MG"
"5554","GTX"
"5555","SIA_DAN_SLB"
"5556","NAG_NDG_A2G_NGA_MAG"
"5557","EPE"
"5558","COA_ACO_CAA"
"5559","CSO"
"5560","K"
"5561","CL"
"5562","MG"
"5563","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5564","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5565","ZN"
"5566","FMN_RBF"
"5567","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5568","CO"
"5569","HEM"
"5570","CR2"
"5571","CSD"
"5572","CL"
"5573","NAG_NDG_A2G_NGA_MAG"
"5574","CA"
"5575","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5576","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5577","NAG_NDG_A2G_NGA_MAG"
"5578","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5579","MG"
"5580","SAM_SFG"
"5581","EDO_BME_ETA"
"5582","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5583","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5584","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5585","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5586","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5587","PEG_DEP"
"5588","IPH_URA_BNZ_MBN"
"5589","SIA_DAN_SLB"
"5590","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5591","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5592","CL"
"5593","NA"
"5594","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5595","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5596","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5597","CL"
"5598","FAD_FDA"
"5599","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5600","ZN"
"5601","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5602","HEM"
"5603","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5604","CL"
"5605","CA"
"5606","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5607","NAG_NDG_A2G_NGA_MAG"
"5608","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5609","CME"
"5610","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5611","CL"
"5612","ZN"
"5613","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5614","ZN"
"5615","CD"
"5616","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5617","MG"
"5618","ZN"
"5619","ADE_AZA_GUN_PRF"
"5620","AMP_5GP_CMP_IMP_PCG_XMP"
"5621","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5622","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5623","IOD"
"5624","NI"
"5625","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5626","NA"
"5627","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5628","MG"
"5629","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5630","MG"
"5631","HEM"
"5632","NAG_NDG_A2G_NGA_MAG"
"5633","BOG_BNG_BHG_HTG"
"5634","FAD_FDA"
"5635","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5636","CL"
"5637","ZN"
"5638","CU"
"5639","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5640","CU"
"5641","SUC"
"5642","ZN"
"5643","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5644","SEP"
"5645","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5646","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5647","NA"
"5648","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5649","CL"
"5650","TTP_DCP_CTP_TYD_DUP_UTP_CDP_0KX_D3T_DUD"
"5651","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5652","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5653","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5654","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5655","NAG_NDG_A2G_NGA_MAG"
"5656","AMP_5GP_CMP_IMP_PCG_XMP"
"5657","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5658","CCC"
"5659","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5660","NAG_NDG_A2G_NGA_MAG"
"5661","BEN_BAM"
"5662","ZN"
"5663","HYP"
"5664","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5665","CA"
"5666","SIN_PGA_FUM_13P_MAE_MSU_G3P_G3H_PGH"
"5667","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"5668","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5669","ZN"
"5670","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5671","MG"
"5672","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"5673","FE2"
"5674","PG4_SPM_DAO_D12_PG5"
"5675","CL"
"5676","CL"
"5677","ZN"
"5678","SF4_F3S"
"5679","ZN"
"5680","MLI_MLA_IVA_ASJ"
"5681","TPO"
"5682","MN"
"5683","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5684","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5685","CA"
"5686","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5687","IOD"
"5688","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5689","EDO_BME_ETA"
"5690","CA"
"5691","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5692","ZN"
"5693","K"
"5694","CA"
"5695","HEM"
"5696","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5697","HEM"
"5698","NAG_NDG_A2G_NGA_MAG"
"5699","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5700","CA"
"5701","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5702","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5703","MG"
"5704","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"5705","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5706","ZN"
"5707","NAD_NAP"
"5708","ZN"
"5709","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5710","CU"
"5711","FAD_FDA"
"5712","CL"
"5713","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5714","HEM"
"5715","NAG_NDG_A2G_NGA_MAG"
"5716","NAG_NDG_A2G_NGA_MAG"
"5717","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5718","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5719","U5P_C5P_TMP_UMP_UP6_2YR"
"5720","CD"
"5721","SGN"
"5722","IDS_S6P"
"5723","NAG_NDG_A2G_NGA_MAG"
"5724","EPE"
"5725","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5726","CL"
"5727","IOD"
"5728","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5729","PGE_SPD_F09_D10"
"5730","CL"
"5731","NAG_NDG_A2G_NGA_MAG"
"5732","ZN"
"5733","TRS"
"5734","FAD_FDA"
"5735","EDO_BME_ETA"
"5736","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5737","IMD"
"5738","FMN_RBF"
"5739","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5740","ZN"
"5741","NAG_NDG_A2G_NGA_MAG"
"5742","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5743","EPE"
"5744","MN"
"5745","NAG_NDG_A2G_NGA_MAG"
"5746","GSH"
"5747","BRU"
"5748","NDP_NAI"
"5749","MG"
"5750","PCA"
"5751","ZN"
"5752","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5753","HEM"
"5754","NAG_NDG_A2G_NGA_MAG"
"5755","BOG_BNG_BHG_HTG"
"5756","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5757","EDO_BME_ETA"
"5758","CU"
"5759","MG"
"5760","NAG_NDG_A2G_NGA_MAG"
"5761","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5762","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5763","FAD_FDA"
"5764","EDO_BME_ETA"
"5765","CL"
"5766","C8E_OLC_P33_7PE_P4C_ACD"
"5767","K"
"5768","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"5769","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5770","GTT"
"5771","CSO"
"5772","HED_HEZ_OCT_PG0_ACA"
"5773","NAD_NAP"
"5774","CD"
"5775","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5776","ZN"
"5777","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"5778","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5779","HEM"
"5780","XE"
"5781","TPP_TDP_TZD"
"5782","CA"
"5783","CL"
"5784","HEM"
"5785","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5786","HEM"
"5787","XE"
"5788","CAM"
"5789","K"
"5790","CO"
"5791","IMD"
"5792","SUC"
"5793","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5794","NCO"
"5795","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5796","NGT"
"5797","DIO"
"5798","PEG_DEP"
"5799","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5800","PG4_SPM_DAO_D12_PG5"
"5801","FAD_FDA"
"5802","ZN"
"5803","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5804","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5805","MES"
"5806","SGN"
"5807","IDS_S6P"
"5808","ZN"
"5809","NAG_NDG_A2G_NGA_MAG"
"5810","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5811","CL"
"5812","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5813","ZN"
"5814","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5815","CD"
"5816","IHP"
"5817","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5818","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5819","SAH"
"5820","ZN"
"5821","MLY"
"5822","AMP_5GP_CMP_IMP_PCG_XMP"
"5823","CO"
"5824","K"
"5825","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5826","CA"
"5827","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5828","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5829","ZN"
"5830","IOD"
"5831","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5832","HEC_COH"
"5833","CD"
"5834","NAG_NDG_A2G_NGA_MAG"
"5835","CA"
"5836","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5837","CL"
"5838","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5839","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5840","CL"
"5841","BTN"
"5842","CD"
"5843","ZN"
"5844","CSD"
"5845","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"5846","MES"
"5847","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5848","2NC"
"5849","NLE"
"5850","ABA"
"5851","YCM"
"5852","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5853","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5854","HEM"
"5855","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5856","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5857","BOG_BNG_BHG_HTG"
"5858","NA"
"5859","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5860","CL"
"5861","SF4_F3S"
"5862","CIT_FLC_NCD"
"5863","MG"
"5864","NAG_NDG_A2G_NGA_MAG"
"5865","ZN"
"5866","CIT_FLC_NCD"
"5867","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5868","PTR"
"5869","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"5870","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5871","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"5872","SIN_PGA_FUM_13P_MAE_MSU_G3P_G3H_PGH"
"5873","CA"
"5874","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5875","PLP_PMP_PLR"
"5876","EPE"
"5877","EDO_BME_ETA"
"5878","MG"
"5879","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5880","ZN"
"5881","AMP_5GP_CMP_IMP_PCG_XMP"
"5882","K"
"5883","ZN"
"5884","EDO_BME_ETA"
"5885","HEM"
"5886","IHP"
"5887","EDO_BME_ETA"
"5888","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5889","GSW"
"5890","NA"
"5891","MG"
"5892","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"5893","COA_ACO_CAA"
"5894","NAD_NAP"
"5895","BTN"
"5896","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5897","EDO_BME_ETA"
"5898","ZN"
"5899","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5900","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5901","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5902","ZN"
"5903","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5904","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5905","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5906","3DR"
"5907","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5908","FAD_FDA"
"5909","FES"
"5910","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5911","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"5912","CIT_FLC_NCD"
"5913","TRS"
"5914","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5915","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"5916","MG"
"5917","U5P_C5P_TMP_UMP_UP6_2YR"
"5918","BCL_BPH_BPB_PHO"
"5919","BCL_BPH_BPB_PHO"
"5920","U10_PL9_UQ"
"5921","FE"
"5922","CDL"
"5923","MYR_LDA"
"5924","MG"
"5925","ZN"
"5926","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5927","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5928","PGE_SPD_F09_D10"
"5929","PEG_DEP"
"5930","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5931","FE"
"5932","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5933","DTT_DTU_DTV"
"5934","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5935","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5936","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5937","TRS"
"5938","CME"
"5939","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5940","MG"
"5941","MN"
"5942","FAD_FDA"
"5943","SF4_F3S"
"5944","SF4_F3S"
"5945","HEM"
"5946","FES"
"5947","MG"
"5948","MG"
"5949","NI"
"5950","ZN"
"5951","CL"
"5952","NHE_MPO_ORP"
"5953","EDO_BME_ETA"
"5954","ZN"
"5955","EDO_BME_ETA"
"5956","NAD_NAP"
"5957","FE2"
"5958","MRG"
"5959","SUC"
"5960","MG"
"5961","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5962","SEP"
"5963","NI"
"5964","NAG_NDG_A2G_NGA_MAG"
"5965","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"5966","FE"
"5967","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5968","SEP"
"5969","CA"
"5970","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5971","ZN"
"5972","CRO"
"5973","EDO_BME_ETA"
"5974","MES"
"5975","HEM"
